sample_id,split,text,true_label,prediction,probability,layer,layer_role,projection,strength_by_true_label,strength_by_prediction,logit_negative,logit_positive,logit_margin
682,train,항상 시리즈 영화가 그렇듯 첫번째 만한게 없다지 1~3중 제일 좋음,1,1,0.9860805,4,early,-0.03612817,-0.03612817,-0.03612817,-2.1116164,2.1488369,4.260453
683,train,굳이 전편과 비교하지 않아도 이건 그냥 90년대 싸구려 구식 에로비디오에 지나지 않는다.,0,0,0.97583926,4,early,-0.026257174,0.026257174,0.026257174,1.8775139,-1.8210548,-3.6985688
684,train,내 생애 최악의 순간: 95분을 버텨라 ㅉㅉ,0,0,0.97313607,4,early,-0.011660841,0.011660841,0.011660841,1.8204675,-1.7692703,-3.589738
685,train,별로,0,1,0.51289356,4,early,0.27810067,-0.27810067,0.27810067,0.02393115,0.07551683,0.051585678
686,train,우리집에 비디오로 있던건데 소림사 주방장이 입으로 당근 만드는거ㅋㅋ소림사?사림소,1,1,0.8836568,4,early,-0.030192498,-0.030192498,-0.030192498,-0.95145285,1.0760716,2.0275245
687,train,정말 따뜻한 영화입니다. 이런영화는 스킵하지 말고 보세요^^,1,1,0.9878269,4,early,-0.019739054,-0.019739054,-0.019739054,-2.1638958,2.2323856,4.3962812
688,train,오랫만이다... 진정한 쓰래기 영화... 잠수함에서 핸드폰 수리도 해줘ㅋㅋ 써비스 센타냐????,0,0,0.97765416,4,early,-0.050852403,0.050852403,0.050852403,1.9203123,-1.8582035,-3.7785158
689,train,"기대안하고본영화지만,섹스앤시티만큼사랑에사실적인모습들",1,1,0.9847151,4,early,0.010678072,0.010678072,0.010678072,-2.059206,2.1062813,4.1654873
690,train,공포는 개뿔. 같잖은 메세지로 포장하려는 허접한상술. 돈주고 보기엔 매우아깝다는.,0,0,0.9773819,4,early,-0.04755965,0.04755965,0.04755965,1.9095589,-1.8565706,-3.7661295
691,train,에라이,0,1,0.51427406,4,early,0.28133142,-0.28133142,0.28133142,0.020457275,0.077569075,0.0571118
692,train,살다살다 이런 쓰레기같은 드라마는 첨이다,0,0,0.9775914,4,early,-0.03784661,0.03784661,0.03784661,1.9007834,-1.8748628,-3.7756462
693,train,크리스마스때 좋아하던 여자와 함께 봤던...된장할;; 차였다;;,0,0,0.96978474,4,early,0.0007865089,-0.0007865089,-0.0007865089,1.7857646,-1.6829637,-3.4687283
694,train,희극속에 담겨있는 비극..그래서 더 애절하다..,1,1,0.98801696,4,early,0.018644547,0.018644547,0.018644547,-2.1711547,2.2410576,4.4122124
695,train,이 영화 어디서 구할 수 있을까요?,1,1,0.9730986,4,early,-0.014055681,-0.014055681,-0.014055681,-1.7659665,1.8223394,3.588306
696,train,"쓰레기영화, 연기도 연출도 스토리도 쓰레기",0,0,0.97747225,4,early,-0.036183655,0.036183655,0.036183655,1.9148724,-1.8553498,-3.7702222
697,train,내 인생에 제일 기억에 남는 영화,1,1,0.9805698,4,early,0.05250238,0.05250238,0.05250238,-1.9537554,1.9675516,3.921307
698,train,꿀잼임 재밌다 ㅋㅋㅋ 음 음 음,1,1,0.9852372,4,early,0.035980344,0.035980344,0.035980344,-2.0804348,2.1203392,4.200774
699,train,"다큐와 영화가 공존하며 많은 메세지를 준비한 것이 엿보이는 영화 , 억지 동기와 연속이 과한편이고 주인공 주위사람과의 공존의 가치보단 본인의 행복을 최우선시하는 욕심이 선을 바라는 관객에 동의를 구하기 어렵다",0,0,0.9695109,4,early,-0.03301445,0.03301445,0.03301445,1.7950763,-1.6643457,-3.459422
700,train,반전이 의외였으나 재미있는 영화였다,1,1,0.98793864,4,early,0.02412866,0.02412866,0.02412866,-2.1751683,2.2304485,4.4056168
701,train,평점왜이래......정말 진정한느와르.,1,1,0.98350763,4,early,-0.009403138,-0.009403138,-0.009403138,-2.0240119,2.0642157,4.0882273
702,train,90년대 스타 김서라 무명때 찍은 에로작.,0,0,0.9675417,4,early,-0.019073565,0.019073565,0.019073565,1.7320417,-1.6627625,-3.3948042
703,train,94년 작품이라 사운드도 화질도 안좋고 전개도 유치하고 뻔하고 ...딱 4점이 적합하다.,0,0,0.9774186,4,early,-0.027944066,0.027944066,0.027944066,1.91504,-1.8527467,-3.7677867
704,train,세쌍둥이들은 내용도 잼있고 귀여운데 다른 가족 아이들은 내용도 썩 시원치않고 재미가 없네요..^^,0,0,0.97600263,4,early,-0.03625153,0.03625153,0.03625153,1.8949726,-1.8105476,-3.7055202
705,train,단기 속성 킬러훈련에 스티븐 시걸도 울고 갈듯..,0,0,0.76437163,4,early,-0.03626418,0.03626418,0.03626418,0.66373044,-0.5130679,-1.1767983
706,train,10년전에 나도 그럤는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,1,0.62014276,4,early,-0.028750408,-0.028750408,-0.028750408,-0.121510714,0.3686435,0.4901542
707,train,정말소방관분들존경합니다,1,1,0.9798172,4,early,0.04565808,0.04565808,0.04565808,-1.9316108,1.9509263,3.8825371
708,train,날로긴하게만들엇자농,1,1,0.9031956,4,early,0.0037799818,0.0037799818,0.0037799818,-1.0506207,1.1826264,2.233247
709,train,45분 분량으로 줄여놓은 것 보고 원작(?)봤는데 두번 봐도 재미있네요^^,1,1,0.9866087,4,early,-0.0010522289,-0.0010522289,-0.0010522289,-2.126108,2.1735594,4.2996674
710,train,부자연스러운 억지 슬픔유발. .,0,0,0.9765636,4,early,0.040978372,-0.040978372,-0.040978372,1.8953894,-1.8343614,-3.7297509
711,train,진짜 이건 꼭 봐야한다 마지막 감동...,1,1,0.98739725,4,early,0.038816974,0.038816974,0.038816974,-2.160131,2.2010252,4.3611565
712,train,라라 플린보일..온몸에 주근깨..귀엽삼~~,0,1,0.95953935,4,early,0.007556163,-0.007556163,0.007556163,-1.5561177,1.6100072,3.1661248
713,train,흐아 저말입니까?,1,0,0.6555995,4,early,-0.051756397,-0.051756397,0.051756397,0.41214016,-0.23160462,-0.64374477
714,train,연정훈 권현상 오빠들 드라마너무재밋게 봤어요 뱀검 1기부터 무슨일있어도 본방사수했는데 뱀검3도 나오는거져?검은우비가 누군지 알려주셔야죠!! 권현상오빠도 계속 나오셨으면 좋겠어요...ㅠ 뱀검 화이팅!!♥,1,1,0.9869703,4,early,-0.03468465,-0.03468465,-0.03468465,-2.1604671,2.1669443,4.3274117
715,train,그냥 후지다 내용이없다,0,0,0.97541237,4,early,-0.032842953,0.032842953,0.032842953,1.8601824,-1.8204361,-3.6806185
716,train,이런거 보면 눈만 버린다... 스토리 연기력 모두 최악...,0,0,0.97664285,4,early,-0.015299702,0.015299702,0.015299702,1.8945585,-1.8386605,-3.7332191
717,train,정민오빠도좋고수빈언니도좋고창정오빠짱짱,1,1,0.9831443,4,early,-0.0013126603,-0.0013126603,-0.0013126603,-2.0441263,2.0219378,4.066064
718,train,자세히 설명할 것도 없이 영화 속 다섯 에피소드 모두 졸작이다. 더구나 쓸데없이 길기만 해서 무척 지루하다. 그 많은 배우들과 감독들 중 인상적인 사람은 한 명도 없다.,0,0,0.9765894,4,early,-0.034216277,0.034216277,0.034216277,1.900784,-1.8300953,-3.7308793
719,train,단순한 싸이코물을 벗어난,1,0,0.7385038,4,early,0.013363635,0.013363635,-0.013363635,0.6044268,-0.43377966,-1.0382065
720,train,진짜 웬만한 영화도 영화관에서 다보고 나오는데.. 이건 보다가 중간에 나왓음;,0,0,0.9147455,4,early,-0.042059936,0.042059936,0.042059936,1.2530628,-1.1199424,-2.3730054
721,train,말이필요없음 수작중의 수작,1,1,0.93047327,4,early,-0.036569066,-0.036569066,-0.036569066,-1.2384529,1.3555282,2.5939813
722,train,국내 막장 드라마 작가들이 필히 봐야 할 영화,1,1,0.8639118,4,early,-0.008725116,-0.008725116,-0.008725116,-0.83703256,1.0111349,1.8481674
723,train,킬러..좋아욤,1,1,0.9836128,4,early,0.018584557,0.018584557,0.018584557,-2.0291216,2.0656075,4.0947294
724,train,"수퍼맨의 양아버지 케빈코스트너가 죽음의 위협에 직면했을때,아들인 주인공 수퍼맨에게 초능력을 쓰지말라고 하면서 죽을때..난 울었다~ 초능력을 가진 수퍼맨에게 진정한 멘토였던 아버지~",1,1,0.9837503,4,early,-0.020822609,-0.020822609,-0.020822609,-2.042176,2.061118,4.103294
725,train,좋은 음악 동화같은 이야기,1,1,0.88044703,4,early,0.08231507,0.08231507,0.08231507,-0.88703215,1.1096382,1.9966704
726,train,북경오리를 때려잡는다는 전설적인 허풍,0,0,0.95495397,4,early,0.02779317,-0.02779317,-0.02779317,1.5836666,-1.4703119,-3.0539784
727,train,좉나 잼있엉!,1,1,0.9868954,4,early,-0.0011702495,-0.0011702495,-0.0011702495,-2.136258,2.1853437,4.321602
728,train,개꿀잼. 역시 쌍제이ㅋㅋ,1,1,0.98725486,4,early,0.00043441658,0.00043441658,0.00043441658,-2.1609776,2.1887982,4.349776
729,train,어머니의 사랑이 너무 아름답게 표현되어있습니다. 꼭 봐야 할 영화!!,1,1,0.98820645,4,early,0.03430309,0.03430309,0.03430309,-2.1930056,2.2353308,4.428336
730,train,보나 안 보나 마찬가지.,0,0,0.96564853,4,early,-0.07228796,0.07228796,0.07228796,1.7045499,-1.6316046,-3.3361545
731,train,멀홀까지는 린치의등이 보였다고 생각했지만 아니다 정상에서나를비웃고있는것만같다,0,0,0.9539013,4,early,-0.024958927,0.024958927,0.024958927,1.5800208,-1.449754,-3.0297747
732,train,좀 뻔한 전개였지만 무시받던 주인공이 인정받아가는 걸 보며 카타르시스를 느꼈다. 개인적으로 드래곤 타고 날라다니는 장면에서 아바타에서 날라다니는 장면 볼 적의 자유로움과 해방감이 느껴져서 좋았다. 결말은 애니메이션 치고 현실적이어서 소름 돋았다;;,1,1,0.987153,4,early,0.017854095,0.017854095,0.017854095,-2.1588938,2.1828191,4.341713
733,train,웬만하면 웃어 주려 노력하며 봤지만.. 미안하게 됐다,0,0,0.9751697,4,early,0.031230174,-0.031230174,-0.031230174,1.8803936,-1.7901554,-3.670549
734,train,난재밌었는데!시청률이좀안습이었음T_T 다시 재방송부탁&gt&lt,1,1,0.9867873,4,early,-0.04988063,-0.04988063,-0.04988063,-2.1355894,2.1776884,4.3132777
735,train,"평범한 듯, 평범하지 않은 소재로 소소한 감동과 기분좋은 여운을 만들어내는 영화",1,1,0.9874407,4,early,0.021007169,0.021007169,0.021007169,-2.1488836,2.2157724,4.364656
736,train,완벽한 영화. 오랜만이다. 상처의 깊이가 깊은자가 상대의 상처의 깊이를 가늠할 수 있다. 그들이 해내어야한다. 겪은자들이 해내어줘야 한다.,1,1,0.9775044,4,early,-0.0033498295,-0.0033498295,-0.0033498295,-1.8505973,1.9210849,3.7716823
737,train,"10점이 36%?? 알바하는거 광고하시나 오늘 이 영화 다운받아봤는데, 보다가 걍 껏다. 좋은 배우가지고 쓰레기를 만드시네",0,0,0.9764696,4,early,-0.048836216,0.048836216,0.048836216,1.8931185,-1.8325335,-3.725652
738,train,2014.11.10,0,0,0.52558756,4,early,-0.022071619,0.022071619,0.022071619,0.16423735,0.061797533,-0.10243982
739,train,평점 잘 봐.. 이거 재미없어.. 전쟁신만 살짝 볼만해~,0,0,0.97700435,4,early,-0.036122404,0.036122404,0.036122404,1.9112782,-1.8379079,-3.749186
740,train,쓸데없는 욕만 너무많다 이게 뭐가 재밌다는건지 모르겟네 마피아 영화도 잘만들면 이렇게 안만들어도 재밌게 만들수있을거같은데,0,0,0.97577286,4,early,-0.03888145,0.03888145,0.03888145,1.8921092,-1.8036464,-3.6957555
741,train,일본영화가 뭐 거의다 그렇지만 정말 재미없었다.,0,0,0.9769358,4,early,-0.044781614,0.044781614,0.044781614,1.897297,-1.8488461,-3.746143
742,train,망할듯,0,0,0.7593899,4,early,0.028373335,-0.028373335,-0.028373335,0.60467017,-0.54466736,-1.1493375
743,train,"[ 스토리 3, 비주얼 3, 연출 1, 연기 3 ] 어설픈 표절과 짜집기 실패.",0,0,0.97616106,4,early,-0.026030011,0.026030011,0.026030011,1.8934982,-1.818809,-3.7123072
744,train,어찌 네드를 사랑하지 않을 수 있을까? 예상치 못한 여운을 준 영화!,1,1,0.9876331,4,early,-0.012328492,-0.012328492,-0.012328492,-2.156823,2.2234619,4.380285
745,train,이게 영화냐? 주제곡만 좋다. 내생애 최악의 영화,0,0,0.9773287,4,early,-0.043794833,0.043794833,0.043794833,1.9066232,-1.8570992,-3.7637224
746,train,이거 본 사람도 있슴(웃음),0,0,0.7952031,4,early,-0.007873099,0.007873099,0.007873099,0.7554391,-0.6011398,-1.3565788
747,train,2011년에 나오고 IMDB에서 4.4점밖에 못받은 영화를 왜 개봉?,0,0,0.9758164,4,early,-0.046356034,0.046356034,0.046356034,1.8808576,-1.8167459,-3.6976035
748,train,12세관람가에 이 정도면 수작이지..,1,1,0.9543914,4,early,-0.039560907,-0.039560907,-0.039560907,-1.4571878,1.58379,3.0409777
749,train,이런 환경적인 영화 좋네요. 나무가 없는 세상을 생각하면..,1,1,0.9868543,4,early,-0.029808622,-0.029808622,-0.029808622,-2.1334312,2.1849937,4.318425
750,train,맨날 왜 여자 혼자한테만 극복하고 이겨내라고만 주문하냐. 뭘 응원하냐고? 관람객들은 가해자가 아니라서?,0,0,0.89805675,4,early,-0.06344701,0.06344701,0.06344701,1.1509364,-1.0248811,-2.1758175
751,train,"궁금한게 초반에 등장했던 중년부부와 이 집의 관계는 어떻게되며, 여행가기로했던 애들이 갑자기 집에있던 이유는 무엇인지 알고 싶은데 영화를 보면서 그에 대한 답을 찾기가 어렵네요.",0,0,0.61149365,4,early,-0.015189284,0.015189284,0.015189284,0.27980393,-0.17379116,-0.4535951
752,train,정말 재밋내요..굿,1,1,0.9875634,4,early,0.056230314,0.056230314,0.056230314,-2.160655,2.213939,4.3745937
753,train,스무별 주고픈 영화..,1,0,0.9631826,4,early,-0.009492502,-0.009492502,0.009492502,1.6792344,-1.5850376,-3.264272
754,train,뭔가 반전이 잇을줄 알앗는데 백인경찰놈은 ㅂㅅ이고 흑인경찰놈은 쓰레기였고 영화자체는 ㅂㅅㅆㄹㄱ였다,0,0,0.9772348,4,early,-0.04690613,0.04690613,0.04690613,1.9167111,-1.8427831,-3.7594943
755,train,최고의 사운드트랙과 함께 영원히 기억에 남을 명작이라고 생각합니다.,1,1,0.988441,4,early,0.05885219,0.05885219,0.05885219,-2.1994722,2.2491944,4.4486666
756,train,만화보듯 보면 재미있다고? 만화 모욕하지마시길.,0,0,0.9736647,4,early,0.014465136,-0.014465136,-0.014465136,1.8328872,-1.7772691,-3.6101563
757,train,레드팀이 더 잘하는거 같은데 왜 블루가 항상 이기는거 같지요?,0,0,0.61319745,4,early,-0.045713425,0.045713425,0.045713425,0.319982,-0.1407906,-0.46077257
758,train,여깄던 평점 싹 지우고 다시해놨네 ㅋㅋㅋ,0,0,0.6686097,4,early,-0.024872877,0.024872877,0.024872877,0.43853417,-0.26336935,-0.7019035
759,train,말이 필요없이 그냥 최고다!!,1,1,0.98702544,4,early,-0.034129024,-0.034129024,-0.034129024,-2.1551328,2.1765716,4.331704
760,train,3D를 벗어난 평면 만화영화 문화가 달라서 인가???,0,0,0.6400509,4,early,-0.05407438,0.05407438,0.05407438,0.3833069,-0.19227819,-0.57558507
761,train,"비뚤어진 마인드라고 볼 수도 있습니다. 하지만 그건 다큐멘터리를 기획한 사람의 도전이자 모험정신이라고 할 수도 있습니다. 그리고 햄버거와 김치는 범주의 오류입니다. 햄버거는 한 끼 식사를 해결하는 대용이고, 김치는 밥과 함께 먹는 반찬입니다.",0,0,0.58121043,4,early,-0.013562049,0.013562049,0.013562049,0.22189331,-0.1058512,-0.3277445
762,train,아포칼립토를 인상적으로 봤던 사람으로서 이영화 초입부터 끝날때까지 인상이 찌그러졌다,0,0,0.97496593,4,early,-0.03547756,0.03547756,0.03547756,1.8622204,-1.7999451,-3.6621656
763,train,"남자를 위한 영화..근데 너무 산만해, 블랙키/여주인공 비중좀 줄여줘..",1,0,0.9777129,4,early,-0.054126736,-0.054126736,0.054126736,1.9216127,-1.8595998,-3.7812126
764,train,멍하다.. 여러생각이 겹치는데 오랜만에 영화 보고 이런 느낌 느껴본다,1,1,0.95577157,4,early,-0.001299771,-0.001299771,-0.001299771,-1.4955983,1.5775515,3.0731497
765,train,이런걸 영화라고ㅋㅋ 진짜 후회합니다..,0,0,0.97741175,4,early,-0.00092386967,0.00092386967,0.00092386967,1.9137776,-1.8537002,-3.7674778
766,train,배트 크레딧 카드!,0,1,0.7580782,4,early,-0.028248012,0.028248012,-0.028248012,-0.46286637,0.67930603,1.1421723
767,train,1점이하는왜없는가 하게만든 억지,0,0,0.97161216,4,early,-0.048939683,0.048939683,0.048939683,1.8169662,-1.7160318,-3.532998
768,train,이따위껄 보면 아무리 스토리가 엉성 해도 배우의 연기력과 외모가 왜 중요한지 깨닭게 되었다,0,1,0.7999919,4,early,-0.039903834,0.039903834,-0.039903834,-0.6179175,0.76832664,1.386244
769,train,이거슨 명작이다!!$,1,1,0.98701453,4,early,0.013590214,0.013590214,0.013590214,-2.1393402,2.1915114,4.3308516
770,train,이쁘네요...100일 선물로 반지하실때 강추에요,1,1,0.9860847,4,early,0.044952556,0.044952556,0.044952556,-2.1038415,2.1569152,4.2607565
771,train,아역들중에 역대급 캐릭터 힛걸 유일하게 안 자랐으면 좋겠다. 힛걸 힛걸 힛걸 2에서 자라서 별로라는데 하아 ㅠㅠ,1,0,0.849287,4,early,-0.06048537,-0.06048537,0.06048537,0.95348287,-0.77553684,-1.7290196
772,train,킬러액션영화 패도여협 재미있네요,1,1,0.9862104,4,early,-0.026155993,-0.026155993,-0.026155993,-2.118632,2.1513216,4.2699537
773,train,마지막에펑펑울었네요 진짜정말최고의영화같네요,1,1,0.9878676,4,early,0.066408984,0.066408984,0.066408984,-2.175191,2.224481,4.399672
774,train,디즈니가 전하고자 하는 메세지가 아름다웠고 감동이었다.그렇지만 약간은 진부한 느낌과 중간중간 지루한 부분은 감점요소!,1,1,0.97919834,4,early,-0.020298868,-0.020298868,-0.020298868,-1.8782649,1.9734377,3.8517027
775,train,이해도 낮은 사람은 상황이해가 안되니 재미 없을듯... 그런분들은 가문의 영광 시리즈 강추 ㅋㅋㅋ,1,1,0.93128324,4,early,-0.018542308,-0.018542308,-0.018542308,-1.2578048,1.3487644,2.6065693
776,train,OO을 한다. 세상에 정해진 운명은 없다. 지금이 어떤 세상인데 이런 고루한 내용이 어필된다고 생각하는지. 의장은 무슨..유치해서 진짜.,0,0,0.9758312,4,early,-0.046021104,0.046021104,0.046021104,1.8836901,-1.814536,-3.698226
777,train,더빙거지같아서 못봐주겟네,0,0,0.9771681,4,early,-0.059032094,0.059032094,0.059032094,1.8992573,-1.8572435,-3.7565007
778,train,잘 보았습니다. ..................ㅠ,1,1,0.88174796,4,early,0.022484586,0.022484586,0.022484586,-0.9291282,1.0799599,2.009088
779,train,아모네 그만좀 울었음좋겠네요..솔직히지겹습니다그리고 호텔보다 차재환과 사랑놀이하는게 너무 비중이크네요현실적인면도 좀 있음안되나요?회장이무슨 할일이 참 너무없어보입니다 프로페셔널한게 너무없어요지금보다가 악 짜증나서 글남기네요,0,0,0.97636956,4,early,-0.038272135,0.038272135,0.038272135,1.8999461,-1.821361,-3.721307
780,train,마지막에 속이 시원햇다.,1,1,0.9841611,4,early,0.051548533,0.051548533,0.051548533,-2.043781,2.0855348,4.129316
781,train,지금 딱 21분 봤는데 너무 웃겨서 평점 주고 다시 볼려고 로그인 했다. 그놈 참 물건이네.,1,1,0.9381087,4,early,-0.0064770337,-0.0064770337,-0.0064770337,-1.3216606,1.3968247,2.7184854
782,train,진정 영화다,0,1,0.95078653,4,early,0.00261435,-0.00261435,0.00261435,-1.3945031,1.5666192,2.9611223
783,train,"""눈물이 주르룩 나는 영화..그림도 아름다웠지만 아직도 그말이 뇌리를 스친다.""""수호야..""""감동을 추구하시는 분들께 강력추천""",1,1,0.98698586,4,early,-0.034095064,-0.034095064,-0.034095064,-2.146038,2.1825798,4.328618
784,train,자살 권장 저승 로멘스. 이런 작품을 평가하는 내 자신이 밉다.,0,1,0.83719796,4,early,-0.030276526,0.030276526,-0.030276526,-0.7350464,0.9024791,1.6375256
785,train,너무 흥미진진하고 재밌었다.,1,1,0.9880564,4,early,0.055538315,0.055538315,0.055538315,-2.1815166,2.2340314,4.4155483
786,train,김태희 오바연기땜에 미식거림.. 내용도 거지.. 그냥 졸작,0,0,0.9770279,4,early,-0.02160438,0.02160438,0.02160438,1.9030907,-1.8471426,-3.7502332
787,train,쓰레기ㅡㅡ손예진은 이쁘다.,0,0,0.96565866,4,early,-0.011604839,0.011604839,0.011604839,1.7100923,-1.6263686,-3.336461
788,train,시걸의 최근작중에서도 상당히 구리다 -_-,0,0,0.97709835,4,early,-0.0055711814,0.0055711814,0.0055711814,1.9001045,-1.8532703,-3.7533748
789,train,내가이걸 대체 왜빌려본건지모르겟다 초5짜리사촌동생떄문인가.........,0,0,0.95893633,4,early,-0.028082017,0.028082017,0.028082017,1.6273518,-1.5233487,-3.1507006
790,train,맘편히잼있게웃으면서보고있습니다~,1,1,0.9869587,4,early,0.039439652,0.039439652,0.039439652,-2.14469,2.1818168,4.3265066
791,train,미스캐스팅에 공감이 안 가는 소트리. 위트 넙치는 대사는 좋음,0,0,0.9716338,4,early,-0.040081985,0.040081985,0.040081985,1.8123903,-1.7213881,-3.5337784
792,train,김민준은 진짜 불쌍하다 왜 이런영화만;;; 진짜 DVD값도 아깝고 시간도 아깝고 노답;;;,0,0,0.97680783,4,early,-0.06495792,0.06495792,0.06495792,1.9021281,-1.8383504,-3.7404785
793,train,영화 참.....,0,0,0.9660225,4,early,0.07284081,-0.07284081,-0.07284081,1.67977,-1.667717,-3.347487
794,train,아놔~ 우뢰매 보는 줄 알았네 ㅋㅋㅋㅋ,0,0,0.68241745,4,early,0.009392971,-0.009392971,-0.009392971,0.4681251,-0.2967784,-0.76490355
795,train,1234567890,0,1,0.89742124,4,early,-0.005706705,0.005706705,-0.005706705,-1.0232178,1.1456761,2.1688938
796,train,이건 뭐 그냥 술주정....,0,0,0.9771442,4,early,-0.05047337,0.05047337,0.05047337,1.9004433,-1.8549851,-3.7554283
797,train,쵝오,1,1,0.9516445,4,early,0.04709799,0.04709799,0.04709799,-1.4229492,1.5566612,2.9796104
798,train,이런게 영화지,1,1,0.96331215,4,early,0.007452384,0.007452384,0.007452384,-1.5445409,1.7233919,3.267933
799,train,재미있게 봤습니다 ㅎㅎ,1,1,0.98748374,4,early,0.0858968,0.0858968,0.0858968,-2.147907,2.2202253,4.3681326
800,train,앙심의 감독이 만들어낸 동화,0,0,0.94939184,4,early,-0.035585437,0.035585437,0.035585437,1.5057466,-1.425963,-2.9317098
801,train,", 와 함께 세트로 100원에 보실분?",0,0,0.56177634,4,early,0.01927245,-0.01927245,-0.01927245,0.23235309,-0.01602129,-0.24837439
802,train,연기자와 스탭들의 노력에 3점 준다ㅋㅋㅋㅋ 영화는 0점.,0,0,0.97656816,4,early,-0.033618264,0.033618264,0.033618264,1.9016447,-1.8283026,-3.7299473
803,train,0점이 없어서 1점준다 녹음을 어떻게한건지 무슨말하는지 하나도 못알아 듣겠다수면제가 따로없네,0,0,0.97710687,4,early,-0.042032607,0.042032607,0.042032607,1.905055,-1.8487036,-3.7537587
804,train,서기는 말라서 안되보이고. 덕화씨는 이제 늙었구나 하는 생각이...가볍게보긴좋아여,0,0,0.942197,4,early,-0.034670055,0.034670055,0.034670055,1.4637809,-1.3273937,-2.7911744
805,train,다보고 뒤돌아 한번더 생각하게 영화....,1,1,0.9777158,4,early,-0.023832105,-0.023832105,-0.023832105,-1.8636163,1.9177231,3.7813394
806,train,잘 보고 있어요 '0',1,1,0.9546424,4,early,0.00088874064,0.00088874064,0.00088874064,-1.4603333,1.5864253,3.0467587
807,train,해양경찰을 소재로 해서 신선할줄 알았는데 잼 없당광수랑 지효 더빙했다고 봤는데 잼 없넹,0,0,0.97636056,4,early,-0.050787535,0.050787535,0.050787535,1.9060014,-1.8149164,-3.7209177
808,train,뭐야?도데체가.? 보다가 지겨워서 안봤다,0,0,0.97688717,4,early,-0.05342248,0.05342248,0.05342248,1.8896657,-1.8543156,-3.7439814
809,train,한심한 라티프. 그리결단력이 없어서야. 아버지죽고 애먼사람 다 죽고나서 겨우 한짓이 우데이낭심에 총알박는거냐. 영화보면서 울화통이 터지긴 첨이네 정말.,0,0,0.9771778,4,early,-0.044992026,0.044992026,0.044992026,1.9156085,-1.8413272,-3.7569356
810,train,리뷰를 보고서야 이영화를 알게되었다...여지껏 영화 헛봤군..,1,1,0.8981234,4,early,-0.023647506,-0.023647506,-0.023647506,-0.99781114,1.178734,2.1765451
811,train,독특한 소재.. 좋아하는 사람은 별로 없을듯,0,0,0.97602254,4,early,-0.017560571,0.017560571,0.017560571,1.8846965,-1.8216759,-3.7063723
812,train,재미가...,0,0,0.93401426,4,early,0.02918797,-0.02918797,-0.02918797,1.3455279,-1.3045253,-2.650053
813,train,"연출된 인간극장, 픽션이길 포기한 픽션.",0,0,0.97541434,4,early,-0.020484349,0.020484349,0.020484349,1.8709604,-1.8097392,-3.6806996
814,train,당대의 유초딩의 뽀통령이라면 요새 애들이라면 이해하겠니?,1,0,0.6995408,4,early,-0.026872763,-0.026872763,0.026872763,0.5100484,-0.33506382,-0.8451122
815,train,영 아니다,0,0,0.96658325,4,early,-0.054306306,0.054306306,0.054306306,1.6953936,-1.6693188,-3.3647122
816,train,사랑은 내 속에 피어나는 감정의 이름이 아니라 너와 나의 관계의 이름이다,1,1,0.9671089,4,early,0.0011716504,0.0011716504,0.0011716504,-1.646479,1.7346312,3.3811102
817,train,내 세상은 상류사회가 아니니까,0,0,0.60313594,4,early,-0.009642837,0.009642837,0.009642837,0.3211643,-0.09738477,-0.4185491
818,train,"부니베어 롤라 오늘 꼬미 둘 데리고 봤습니다 기대 이상입니다. 7세 캐빈이 정말 깔깔거리고 웃습니다. 롤라 구출대작전, 아이에 대한 애정심과 사랑이 뭔지 보여주는 애니메이션입니다.",1,1,0.98535097,4,early,-0.037858263,-0.037858263,-0.037858263,-2.0996287,2.1089914,4.20862
819,train,지루하지않고심심하면시간때우기딱조은영화인듯 추천!,1,1,0.9746824,4,early,-0.04808625,-0.04808625,-0.04808625,-1.7611513,1.8894597,3.650611
820,train,매우 인간적이고 있을때 잘해야된다...생각만하지말자,1,1,0.783297,4,early,0.014325312,0.014325312,0.014325312,-0.54706216,0.73792225,1.2849844
821,train,재밌어요 추천합니다 재밌습니다,1,1,0.9838034,4,early,0.48364475,0.48364475,0.48364475,-1.9989852,2.107638,4.106623
822,train,여자들의 심쿵을 노린 영화. 일본을 배경으로 한 덕분에 순수하고 잔잔하지만 실상은 발칙한 로맨스다. 그러나 비포선라이즈 시리즈 비교하기엔 주인공들이 말수가 너무 적다.,1,0,0.7693157,4,early,-0.042138852,-0.042138852,0.042138852,0.6804122,-0.52403915,-1.2044513
823,train,반지의 제왕을 능가하는 액션 판타지...,1,1,0.8756406,4,early,-0.041660834,-0.041660834,-0.041660834,-0.92862576,1.0231544,1.9517801
824,train,아.. 잘만들었다. 10자,1,1,0.9397547,4,early,0.0030173315,0.0030173315,0.0030173315,-1.3119756,1.4352192,2.7471948
825,train,볼만했따.,1,0,0.8896174,4,early,0.054848485,0.054848485,-0.054848485,1.1011379,-0.9857007,-2.0868387
826,train,근래나온 스릴러중 조디악과 쌍벽으로 지루하고 엉성하다...,0,0,0.97683674,4,early,-0.025828825,0.025828825,0.025828825,1.9023627,-1.8393874,-3.7417502
827,train,오 이런젠장 우주전쟁2가아니라 스카이모퍼라는 영화네요 하늘이시여 정말감사합니다ㅠㅠ 우주전쟁시리즈를 살렸어,0,1,0.9829692,4,early,-0.044687413,0.044687413,-0.044687413,-2.0150733,2.040484,4.0555573
